src,dst,type,auth_type,logon_type,auth_orientation,success,time,weight,first_time,last_time,protocol,src_port,dst_port,pkt_count,byte_count,duration
C13496,TGT,auth,?,?,TGS,Success,147413.0,1,147413.0,,,,,,,
C13496$@DOM1,C13496$@DOM1,auth,?,?,TGS,Success,147413.0,1,147413.0,,,,,,,
C1416,C586,auth,Kerberos,Network,LogOn,Success,147413.0,2,147413.0,147433.0,,,,,,
C1416$@DOM1,C1416$@DOM1,auth,Kerberos,Network,LogOn,Success,147413.0,3,147413.0,147433.0,,,,,,
C14311$@DOM1,C14311$@DOM1,auth,Kerberos,Network,LogOn,Success,147413.0,3,147413.0,147433.0,,,,,,
C14530,C529,auth,Kerberos,Network,LogOn,Success,147413.0,2,147413.0,147449.0,,,,,,
C14530$@DOM1,C14530$@DOM1,auth,Kerberos,Network,LogOn,Success,147413.0,4,147413.0,147453.0,,,,,,
C14726,C529,auth,Kerberos,Network,LogOn,Success,147413.0,2,147413.0,147448.0,,,,,,
C14726$@DOM1,C14726$@DOM1,auth,Kerberos,Network,LogOn,Success,147413.0,14,147413.0,147457.0,,,,,,
C15780,C528,auth,Kerberos,Network,LogOn,Success,147413.0,1,147413.0,,,,,,,
C15780$@DOM1,C15780$@DOM1,auth,Kerberos,Network,LogOn,Success,147413.0,5,147413.0,147498.0,,,,,,
C162,C528,auth,Kerberos,Network,LogOn,Success,147413.0,1,147413.0,,,,,,,
C162$@DOM1,C162$@DOM1,auth,Kerberos,Network,LogOn,Success,147413.0,4,147413.0,147466.0,,,,,,
C16397$@DOM1,C16397$@DOM1,auth,?,Network,LogOff,Success,147413.0,1,147413.0,,,,,,,
C1958,C1958,auth,?,?,TGS,Success,147413.0,2,147413.0,147413.0,,,,,,
C1958$@DOM1,C1958$@DOM1,auth,?,?,TGS,Success,147413.0,2,147413.0,147413.0,,,,,,
C2016,C457,auth,Kerberos,Network,LogOn,Success,147413.0,1,147413.0,,,,,,,
C2016$@DOM1,C2016$@DOM1,auth,Kerberos,Network,LogOn,Success,147413.0,2,147413.0,147428.0,,,,,,
C3667$@DOM1,C3667$@DOM1,auth,?,?,TGS,Success,147413.0,7,147413.0,147504.0,,,,,,
C5176,C612,auth,?,?,TGS,Success,147413.0,5,147413.0,147449.0,,,,,,
C5186,C612,auth,Kerberos,Network,LogOn,Success,147413.0,2,147413.0,147420.0,,,,,,
C5186$@DOM1,C5186$@DOM1,auth,Kerberos,Network,LogOn,Success,147413.0,4,147413.0,147427.0,,,,,,
C5188,C528,auth,Kerberos,Network,LogOn,Success,147413.0,2,147413.0,147431.0,,,,,,
C5207,C586,auth,Kerberos,Network,LogOn,Success,147413.0,2,147413.0,147428.0,,,,,,
C5206$@DOM1,C5206$@DOM1,auth,Kerberos,Network,LogOn,Success,147413.0,34,147413.0,147499.0,,,,,,
C7052,C7052,auth,?,Network,LogOff,Success,147413.0,10,147413.0,147442.0,,,,,,
C8342,C528,auth,Kerberos,Network,LogOn,Success,147413.0,1,147413.0,,,,,,,
C9317,C528,auth,Kerberos,Network,LogOn,Success,147413.0,3,147413.0,147439.0,,,,,,
C9317$@DOM1,C9317$@DOM1,auth,Kerberos,Network,LogOn,Success,147413.0,2,147413.0,147427.0,,,,,,
C9357,C612,auth,Kerberos,Network,LogOn,Success,147413.0,2,147413.0,147420.0,,,,,,
C9357$@DOM1,C9357$@DOM1,auth,Kerberos,Network,LogOn,Success,147413.0,4,147413.0,147427.0,,,,,,
LOCAL SERVICE@C12647,LOCAL SERVICE@C12647,auth,Negotiate,Service,LogOn,Success,147413.0,1,147413.0,,,,,,,
C17060,C17060,auth,Negotiate,Service,LogOn,Success,147413.0,1,147413.0,,,,,,,
LOCAL SERVICE@C17060,LOCAL SERVICE@C17060,auth,Negotiate,Service,LogOn,Success,147413.0,1,147413.0,,,,,,,
C547,C2327,auth,?,?,TGS,Success,147413.0,1,147413.0,,,,,,,
U1161@DOM1,U1161@DOM1,auth,?,?,TGS,Success,147413.0,1,147413.0,,,,,,,
C9558,C1015,auth,Kerberos,Network,LogOn,Success,147413.0,1,147413.0,,,,,,,
U2423@DOM1,U2423@DOM1,auth,Kerberos,Network,LogOn,Success,147413.0,2,147413.0,147439.0,,,,,,
C17116,C586,auth,Kerberos,Network,LogOn,Success,147413.0,6,147413.0,147544.0,,,,,,
C17116,C612,auth,Kerberos,Network,LogOn,Success,147413.0,2,147413.0,147420.0,,,,,,
C11394,C11394,auth,?,?,TGS,Success,147413.0,7,147413.0,147433.0,,,,,,
U4631@DOM1,U4631@DOM1,auth,?,?,TGS,Success,147413.0,5,147413.0,147433.0,,,,,,
C11132,C11132,auth,Negotiate,Unlock,LogOn,Fail,147413.0,6,147413.0,147443.0,,,,,,
U4648@DOM1,U4648@DOM1,auth,Negotiate,Unlock,LogOn,Fail,147413.0,5,147413.0,147443.0,,,,,,
U6753@DOM1,U6753@DOM1,auth,Kerberos,Network,LogOn,Success,147413.0,2,147413.0,147423.0,,,,,,
C10886,C529,auth,Kerberos,Network,LogOn,Success,147413.0,2,147413.0,147448.0,,,,,,
C6342,C586,auth,NTLM,Network,LogOn,Success,147414.0,2,147414.0,147414.0,,,,,,
C10227,C467,auth,Kerberos,Network,LogOn,Success,147414.0,1,147414.0,,,,,,,
C11394$@DOM1,U4631@DOM1,auth,Negotiate,Unlock,LogOn,Success,147414.0,2,147414.0,147414.0,,,,,,
C1521,C11394,auth,Negotiate,Unlock,LogOn,Success,147414.0,1,147414.0,,,,,,,
C13525,C1065,auth,Kerberos,Network,LogOn,Success,147414.0,1,147414.0,,,,,,,
C13525$@DOM1,C13525$@DOM1,auth,Kerberos,Network,LogOn,Success,147414.0,2,147414.0,147430.0,,,,,,
C14564,C1065,auth,Kerberos,Network,LogOn,Success,147414.0,1,147414.0,,,,,,,
C14564,C14564,auth,?,?,TGS,Success,147414.0,3,147414.0,147472.0,,,,,,
C14564,C529,auth,Kerberos,Network,LogOn,Success,147414.0,3,147414.0,147450.0,,,,,,
C1798,C14564,auth,Kerberos,Network,LogOn,Success,147414.0,1,147414.0,,,,,,,
C151,C528,auth,NTLM,Network,LogOn,Success,147414.0,2,147414.0,147415.0,,,,,,
C151$@DOM1,C151$@DOM1,auth,NTLM,Network,LogOn,Success,147414.0,2,147414.0,147423.0,,,,,,
C1798,C15480,auth,Negotiate,CachedInteractive,LogOn,Success,147414.0,1,147414.0,,,,,,,
C17461,C1065,auth,Kerberos,Network,LogOn,Success,147414.0,1,147414.0,,,,,,,
C17461$@DOM1,C17461$@DOM1,auth,Kerberos,Network,LogOn,Success,147414.0,2,147414.0,147425.0,,,,,,
C1859$@DOM1,C1859$@DOM1,auth,?,Network,LogOff,Success,147414.0,1,147414.0,,,,,,,
C2287,C2287,auth,Negotiate,Service,LogOn,Success,147414.0,1,147414.0,,,,,,,
C2287$@DOM1,SYSTEM@C2287,auth,Negotiate,Service,LogOn,Success,147414.0,1,147414.0,,,,,,,
C3699,C3699,auth,?,?,TGS,Success,147414.0,1,147414.0,,,,,,,
C3699$@DOM1,C3699$@DOM1,auth,?,?,TGS,Success,147414.0,1,147414.0,,,,,,,
C3902,C529,auth,Kerberos,Network,LogOn,Success,147414.0,3,147414.0,147510.0,,,,,,
C3902$@DOM1,C3902$@DOM1,auth,Kerberos,Network,LogOn,Success,147414.0,6,147414.0,147510.0,,,,,,
C5453,C528,auth,Kerberos,Network,LogOn,Success,147414.0,1,147414.0,,,,,,,
C5453$@DOM1,C5453$@DOM1,auth,Kerberos,Network,LogOn,Success,147414.0,2,147414.0,147424.0,,,,,,
C5654,C625,auth,Kerberos,Network,LogOn,Success,147414.0,3,147414.0,147472.0,,,,,,
C5654$@DOM1,C5654$@DOM1,auth,Kerberos,Network,LogOn,Success,147414.0,5,147414.0,147476.0,,,,,,
C63,C1065,auth,?,?,TGS,Success,147414.0,1,147414.0,,,,,,,
C63$@DOM1,C63$@DOM1,auth,?,?,TGS,Success,147414.0,1,147414.0,,,,,,,
C6342$@DOM1,C6342$@DOM1,auth,Kerberos,Network,LogOn,Success,147414.0,2,147414.0,147424.0,,,,,,
C948,C625,auth,Kerberos,Network,LogOn,Success,147414.0,2,147414.0,147471.0,,,,,,
C948$@DOM1,C948$@DOM1,auth,Kerberos,Network,LogOn,Success,147414.0,4,147414.0,147476.0,,,,,,
C10281,C10281,auth,Negotiate,Service,LogOn,Success,147414.0,2,147414.0,147424.0,,,,,,
NETWORK SERVICE@C10281,NETWORK SERVICE@C10281,auth,Negotiate,Service,LogOn,Success,147414.0,2,147414.0,147424.0,,,,,,
C9283,C9283,auth,Negotiate,Service,LogOn,Success,147414.0,1,147414.0,,,,,,,
NETWORK SERVICE@C9283,NETWORK SERVICE@C9283,auth,Negotiate,Service,LogOn,Success,147414.0,1,147414.0,,,,,,,
U11290@DOM1,U11290@DOM1,auth,?,?,TGS,Success,147414.0,10,147414.0,147472.0,,,,,,
C2721,C2721,auth,?,Network,LogOff,Success,147414.0,1,147414.0,,,,,,,
U2409@DOM1,U2409@DOM1,auth,?,Network,LogOff,Success,147414.0,4,147414.0,147471.0,,,,,,
C6973,C1065,auth,?,?,TGS,Success,147414.0,3,147414.0,147471.0,,,,,,
C9555,C467,auth,Kerberos,Network,LogOn,Success,147414.0,2,147414.0,147444.0,,,,,,
C9555,C585,auth,Kerberos,Network,LogOn,Success,147414.0,2,147414.0,147478.0,,,,,,
U4631@DOM1,C11394$@DOM1,auth,?,?,AuthMap,Success,147414.0,1,147414.0,,,,,,,
U4648@?,U4648@?,auth,?,?,TGT,Fail,147414.0,2,147414.0,147442.0,,,,,,
C10886,C625,auth,Kerberos,Network,LogOn,Success,147414.0,2,147414.0,147471.0,,,,,,
C14049,C586,auth,NTLM,Network,LogOn,Success,147415.0,2,147415.0,147415.0,,,,,,
C14305,C586,auth,NTLM,Network,LogOn,Success,147415.0,2,147415.0,147415.0,,,,,,
C14762,C586,auth,NTLM,Network,LogOn,Success,147415.0,2,147415.0,147415.0,,,,,,
C15795,C586,auth,NTLM,Network,LogOn,Success,147415.0,2,147415.0,147415.0,,,,,,
C8422,C586,auth,NTLM,Network,LogOn,Success,147415.0,2,147415.0,147471.0,,,,,,
ANONYMOUS LOGON@C8756,ANONYMOUS LOGON@C8756,auth,NTLM,Network,LogOn,Success,147415.0,1,147415.0,,,,,,,
C1053,C1053,auth,?,?,TGT,Success,147415.0,1,147415.0,,,,,,,
C1053$@DOM1,C1053$@DOM1,auth,?,?,TGT,Success,147415.0,6,147415.0,147508.0,,,,,,
C1053,C467,auth,Kerberos,Network,LogOn,Success,147415.0,4,147415.0,147509.0,,,,,,
C1053,TGT,auth,?,?,TGS,Success,147415.0,1,147415.0,,,,,,,
C12067,C457,auth,Kerberos,Network,LogOn,Success,147415.0,8,147415.0,147609.0,,,,,,
C12067$@DOM1,C12067$@DOM1,auth,Kerberos,Network,LogOn,Success,147415.0,2,147415.0,147427.0,,,,,,
C12129$@DOM1,C12129$@DOM1,auth,Kerberos,Network,LogOn,Success,147415.0,4,147415.0,147428.0,,,,,,
C14049$@DOM1,C14049$@DOM1,auth,Kerberos,Network,LogOn,Success,147415.0,4,147415.0,147453.0,,,,,,
C14305$@DOM1,C14305$@DOM1,auth,Kerberos,Network,LogOn,Success,147415.0,2,147415.0,147427.0,,,,,,
C14317,C1065,auth,NTLM,Network,LogOn,Success,147415.0,2,147415.0,147434.0,,,,,,
C14317$@DOM1,C14317$@DOM1,auth,NTLM,Network,LogOn,Success,147415.0,3,147415.0,147434.0,,,,,,
C14762$@DOM1,C14762$@DOM1,auth,Kerberos,Network,LogOn,Success,147415.0,2,147415.0,147429.0,,,,,,
C15626,C528,auth,Kerberos,Network,LogOn,Success,147415.0,1,147415.0,,,,,,,
C15795$@DOM1,C15795$@DOM1,auth,Kerberos,Network,LogOn,Success,147415.0,2,147415.0,147427.0,,,,,,
C17246,C528,auth,NTLM,Network,LogOn,Success,147415.0,1,147415.0,,,,,,,
C17246$@DOM1,C17246$@DOM1,auth,NTLM,Network,LogOn,Success,147415.0,2,147415.0,147429.0,,,,,,
C17528,C529,auth,Kerberos,Network,LogOn,Success,147415.0,2,147415.0,147450.0,,,,,,
C17528$@DOM1,C17528$@DOM1,auth,Kerberos,Network,LogOn,Success,147415.0,4,147415.0,147463.0,,,,,,
C2263,C612,auth,Kerberos,Network,LogOn,Success,147415.0,2,147415.0,147421.0,,,,,,
C2263$@DOM1,C2263$@DOM1,auth,Kerberos,Network,LogOn,Success,147415.0,4,147415.0,147428.0,,,,,,
C2782,C529,auth,Kerberos,Network,LogOn,Success,147415.0,2,147415.0,147450.0,,,,,,
C2782$@DOM1,C2782$@DOM1,auth,Kerberos,Network,LogOn,Success,147415.0,4,147415.0,147459.0,,,,,,
C5194,C1065,auth,Kerberos,Network,LogOn,Success,147415.0,1,147415.0,,,,,,,
C5194$@DOM1,C5194$@DOM1,auth,Kerberos,Network,LogOn,Success,147415.0,3,147415.0,147436.0,,,,,,
C5212,C586,auth,Kerberos,Network,LogOn,Success,147415.0,1,147415.0,,,,,,,
C5212$@DOM1,C5212$@DOM1,auth,Kerberos,Network,LogOn,Success,147415.0,3,147415.0,147444.0,,,,,,
C6369,C528,auth,Kerberos,Network,LogOn,Success,147415.0,1,147415.0,,,,,,,
C6369$@DOM1,C6369$@DOM1,auth,Kerberos,Network,LogOn,Success,147415.0,2,147415.0,147425.0,,,,,,
C862,C457,auth,Kerberos,Network,LogOn,Success,147415.0,1,147415.0,,,,,,,
C862$@DOM1,C862$@DOM1,auth,Kerberos,Network,LogOn,Success,147415.0,2,147415.0,147431.0,,,,,,
C8477,C625,auth,?,?,TGS,Success,147415.0,5,147415.0,147472.0,,,,,,
U3135@DOM1,U3135@DOM1,auth,?,?,TGS,Success,147415.0,21,147415.0,147485.0,,,,,,
C2039,C3758,auth,Kerberos,Network,LogOn,Success,147415.0,1,147415.0,,,,,,,
U3600@DOM1,U3600@DOM1,auth,Kerberos,Network,LogOn,Success,147415.0,4,147415.0,147457.0,,,,,,
C10112,C467,auth,?,?,TGS,Success,147415.0,5,147415.0,147476.0,,,,,,
U4001@DOM1,U4001@DOM1,auth,?,?,TGS,Success,147415.0,4,147415.0,147422.0,,,,,,
C3155,C528,auth,Kerberos,Network,LogOn,Success,147415.0,1,147415.0,,,,,,,
U4559@DOM1,U4559@DOM1,auth,Kerberos,Network,LogOn,Success,147415.0,3,147415.0,147416.0,,,,,,
C17231,C2327,auth,?,?,TGS,Success,147415.0,2,147415.0,147450.0,,,,,,
U5160@DOM1,U5160@DOM1,auth,?,?,TGS,Success,147415.0,31,147415.0,147505.0,,,,,,
C17231,C529,auth,?,?,TGS,Success,147415.0,4,147415.0,147450.0,,,,,,
U6490@DOM1,U6490@DOM1,auth,?,Network,LogOff,Success,147415.0,8,147415.0,147454.0,,,,,,
C17246,C1065,auth,Kerberos,Network,LogOn,Success,147415.0,2,147415.0,147435.0,,,,,,
C15694,C743,auth,?,?,TGS,Success,147415.0,3,147415.0,147434.0,,,,,,
U748@DOM1,U748@DOM1,auth,Kerberos,Network,LogOn,Success,147415.0,2,147415.0,147454.0,,,,,,
C13028,C586,auth,NTLM,Network,LogOn,Success,147416.0,4,147416.0,147435.0,,,,,,
C10252,C529,auth,Kerberos,Network,LogOn,Success,147416.0,2,147416.0,147451.0,,,,,,
C10260,C625,auth,Kerberos,Network,LogOn,Success,147416.0,2,147416.0,147472.0,,,,,,
C10260$@DOM1,C10260$@DOM1,auth,Kerberos,Network,LogOn,Success,147416.0,12,147416.0,147505.0,,,,,,
C10375,C625,auth,Kerberos,Network,LogOn,Success,147416.0,2,147416.0,147472.0,,,,,,
C10375$@DOM1,C10375$@DOM1,auth,Kerberos,Network,LogOn,Success,147416.0,6,147416.0,147472.0,,,,,,
C10561$@DOM1,C10561$@DOM1,auth,?,Network,LogOff,Success,147416.0,2,147416.0,147460.0,,,,,,
C13028$@DOM1,C13028$@DOM1,auth,Kerberos,Network,LogOn,Success,147416.0,3,147416.0,147435.0,,,,,,
C15356,C467,auth,Kerberos,Network,LogOn,Success,147416.0,3,147416.0,147499.0,,,,,,
C15356$@DOM1,C15356$@DOM1,auth,Kerberos,Network,LogOn,Success,147416.0,3,147416.0,147461.0,,,,,,
C1798,C15500,auth,Kerberos,Network,LogOn,Success,147416.0,1,147416.0,,,,,,,
C15500$@DOM1,C15500$@DOM1,auth,Kerberos,Network,LogOn,Success,147416.0,27,147416.0,147507.0,,,,,,
C1570$@DOM1,C1570$@DOM1,auth,?,Network,LogOff,Success,147416.0,2,147416.0,147442.0,,,,,,
C16258,C625,auth,Kerberos,Network,LogOn,Success,147416.0,18,147416.0,147444.0,,,,,,
C16258$@DOM1,C16258$@DOM1,auth,Kerberos,Network,LogOn,Success,147416.0,6,147416.0,147477.0,,,,,,
C1771,C625,auth,Kerberos,Network,LogOn,Success,147416.0,5,147416.0,147482.0,,,,,,
C2038$@DOM1,C2038$@DOM1,auth,?,Network,LogOff,Success,147416.0,3,147416.0,147488.0,,,,,,
C2039$@DOM1,SYSTEM@C2039,auth,Negotiate,Service,LogOn,Success,147416.0,1,147416.0,,,,,,,
C301,C528,auth,Kerberos,Network,LogOn,Success,147416.0,1,147416.0,,,,,,,
C3890,C529,auth,Kerberos,Network,LogOn,Success,147416.0,2,147416.0,147451.0,,,,,,
C3890$@DOM1,C3890$@DOM1,auth,Kerberos,Network,LogOn,Success,147416.0,4,147416.0,147460.0,,,,,,
C575,C528,auth,Kerberos,Network,LogOn,Success,147416.0,1,147416.0,,,,,,,
C575$@DOM1,C575$@DOM1,auth,Kerberos,Network,LogOn,Success,147416.0,2,147416.0,147458.0,,,,,,
C6043$@DOM1,C6043$@DOM1,auth,?,Network,LogOff,Success,147416.0,4,147416.0,147435.0,,,,,,
C6043,C586,auth,Kerberos,Network,LogOn,Success,147416.0,2,147416.0,147434.0,,,,,,
C8209,C625,auth,Kerberos,Network,LogOn,Success,147416.0,2,147416.0,147472.0,,,,,,
C8477,C612,auth,NTLM,Network,LogOn,Success,147416.0,5,147416.0,147423.0,,,,,,
C8477$@DOM1,C8477$@DOM1,auth,NTLM,Network,LogOn,Success,147416.0,4,147416.0,147432.0,,,,,,
C1798,C8756,auth,Kerberos,Network,LogOn,Success,147416.0,2,147416.0,147438.0,,,,,,
C12034,C586,auth,Kerberos,Network,LogOn,Success,147416.0,1,147416.0,,,,,,,
U4983@DOM1,U4983@DOM1,auth,Kerberos,Network,LogOn,Success,147416.0,2,147416.0,147416.0,,,,,,
C13136,C612,auth,Kerberos,Network,LogOn,Success,147416.0,2,147416.0,147422.0,,,,,,
ANONYMOUS LOGON@C1946,ANONYMOUS LOGON@C1946,auth,?,Network,LogOff,Success,147417.0,1,147417.0,,,,,,,
C14066,C467,auth,NTLM,Network,LogOn,Success,147417.0,2,147417.0,147445.0,,,,,,
C10079,C1065,auth,Kerberos,Network,LogOn,Success,147417.0,3,147417.0,147457.0,,,,,,
C10079$@DOM1,C10079$@DOM1,auth,Kerberos,Network,LogOn,Success,147417.0,26,147417.0,147502.0,,,,,,
C10247,C529,auth,Kerberos,Network,LogOn,Success,147417.0,2,147417.0,147452.0,,,,,,
C10375,C706,auth,Kerberos,Network,LogOn,Success,147417.0,2,147417.0,147481.0,,,,,,
C11163,C457,auth,Kerberos,Network,LogOn,Success,147417.0,1,147417.0,,,,,,,
C11163$@DOM1,C11163$@DOM1,auth,Kerberos,Network,LogOn,Success,147417.0,2,147417.0,147429.0,,,,,,
C11772,C528,auth,Kerberos,Network,LogOn,Success,147417.0,1,147417.0,,,,,,,
C12790,C528,auth,Kerberos,Network,LogOn,Success,147417.0,1,147417.0,,,,,,,
C12790$@DOM1,C12790$@DOM1,auth,Kerberos,Network,LogOn,Success,147417.0,2,147417.0,147426.0,,,,,,
C13221,C457,auth,Kerberos,Network,LogOn,Success,147417.0,1,147417.0,,,,,,,
C13221$@DOM1,C13221$@DOM1,auth,Kerberos,Network,LogOn,Success,147417.0,2,147417.0,147418.0,,,,,,
C133,C457,auth,Kerberos,Network,LogOn,Success,147417.0,2,147417.0,147419.0,,,,,,
C133$@DOM1,C133$@DOM1,auth,Kerberos,Network,LogOn,Success,147417.0,26,147417.0,147488.0,,,,,,
C133,C528,auth,Kerberos,Network,LogOn,Success,147417.0,1,147417.0,,,,,,,
C133,C529,auth,Kerberos,Network,LogOn,Success,147417.0,4,147417.0,147452.0,,,,,,
C1360,C457,auth,Kerberos,Network,LogOn,Success,147417.0,1,147417.0,,,,,,,
C1360$@DOM1,C1360$@DOM1,auth,Kerberos,Network,LogOn,Success,147417.0,2,147417.0,147431.0,,,,,,
C13757,C1065,auth,Kerberos,Network,LogOn,Success,147417.0,1,147417.0,,,,,,,
C13757$@DOM1,C13757$@DOM1,auth,Kerberos,Network,LogOn,Success,147417.0,10,147417.0,147464.0,,,,,,
C13757,C586,auth,?,?,TGS,Success,147417.0,7,147417.0,147380.0,,,,,,
C13783,C1065,auth,Kerberos,Network,LogOn,Success,147417.0,1,147417.0,,,,,,,
C13783$@DOM1,C13783$@DOM1,auth,Kerberos,Network,LogOn,Success,147417.0,2,147417.0,147418.0,,,,,,
C1428,C467,auth,Kerberos,Network,LogOn,Success,147417.0,2,147417.0,147446.0,,,,,,
C1428$@DOM1,C1428$@DOM1,auth,Kerberos,Network,LogOn,Success,147417.0,3,147417.0,147446.0,,,,,,
C15030,C1065,auth,Kerberos,Network,LogOn,Success,147417.0,1,147417.0,,,,,,,
C15030$@DOM1,C15030$@DOM1,auth,Kerberos,Network,LogOn,Success,147417.0,2,147417.0,147421.0,,,,,,
C15500,C1065,auth,Kerberos,Network,LogOn,Success,147417.0,1,147417.0,,,,,,,
C15500,C15500,auth,?,?,TGS,Success,147417.0,2,147417.0,147418.0,,,,,,
C15500,C467,auth,Kerberos,Network,LogOn,Success,147417.0,2,147417.0,147446.0,,,,,,
C340,C1065,auth,Kerberos,Network,LogOn,Success,147417.0,1,147417.0,,,,,,,
C340$@DOM1,C340$@DOM1,auth,Kerberos,Network,LogOn,Success,147417.0,2,147417.0,147429.0,,,,,,
C4269,C4269,auth,?,Network,LogOff,Success,147417.0,3,147417.0,147417.0,,,,,,
C5178,C529,auth,Kerberos,Network,LogOn,Success,147417.0,2,147417.0,147452.0,,,,,,
C5178$@DOM1,C5178$@DOM1,auth,Kerberos,Network,LogOn,Success,147417.0,4,147417.0,147462.0,,,,,,
C537,C537,auth,?,?,TGT,Success,147417.0,1,147417.0,,,,,,,
C537$@DOM1,C537$@DOM1,auth,?,?,TGT,Success,147417.0,2,147417.0,147417.0,,,,,,
C5613$@DOM1,C5613$@DOM1,auth,?,Network,LogOff,Success,147417.0,1,147417.0,,,,,,,
C5698,C1065,auth,Kerberos,Network,LogOn,Success,147417.0,1,147417.0,,,,,,,
C5697$@DOM1,C5697$@DOM1,auth,Kerberos,Network,LogOn,Success,147417.0,1,147417.0,,,,,,,
C6709$@DOM1,SYSTEM@C6709,auth,Negotiate,Service,LogOn,Success,147417.0,1,147417.0,,,,,,,
C1521,C7052,auth,Negotiate,Unlock,LogOn,Success,147417.0,1,147417.0,,,,,,,
C7052$@DOM1,U2468@DOM1,auth,Negotiate,Unlock,LogOn,Success,147417.0,2,147417.0,147418.0,,,,,,
C8756,C457,auth,?,?,TGS,Success,147417.0,3,147417.0,147423.0,,,,,,
C9220,C1065,auth,Kerberos,Network,LogOn,Success,147417.0,5,147417.0,147395.0,,,,,,
C9220$@DOM1,C9220$@DOM1,auth,Kerberos,Network,LogOn,Success,147417.0,3,147417.0,147437.0,,,,,,
C9902,C457,auth,Kerberos,Network,LogOn,Success,147417.0,3,147417.0,147635.0,,,,,,
C9902$@DOM1,C9902$@DOM1,auth,Kerberos,Network,LogOn,Success,147417.0,6,147417.0,147500.0,,,,,,
NETWORK SERVICE@C4269,NETWORK SERVICE@C4269,auth,Negotiate,Service,LogOn,Success,147417.0,1,147417.0,,,,,,,
U1949@DOM1,U1949@DOM1,auth,?,Network,LogOff,Success,147417.0,2,147417.0,147418.0,,,,,,
U2468@DOM1,C7052$@DOM1,auth,?,?,AuthMap,Success,147417.0,2,147417.0,147418.0,,,,,,
C8477,C1065,auth,?,?,TGS,Success,147417.0,2,147417.0,147417.0,,,,,,
C8477,C528,auth,?,?,TGS,Success,147417.0,2,147417.0,147417.0,,,,,,
C8477,TGT,auth,?,?,TGS,Success,147417.0,1,147417.0,,,,,,,
C2039,C586,auth,?,?,TGS,Success,147417.0,2,147417.0,147418.0,,,,,,
U3600@DOM9,U3600@DOM9,auth,?,?,TGS,Success,147417.0,1,147417.0,,,,,,,
U5014@DOM1,U5014@DOM1,auth,Kerberos,Network,LogOn,Success,147417.0,4,147417.0,147447.0,,,,,,
C2344,C2344,auth,?,Network,LogOff,Success,147417.0,5,147417.0,147503.0,,,,,,
C15694,C1877,auth,?,?,TGS,Success,147417.0,1,147417.0,,,,,,,
ANONYMOUS LOGON@C1972,ANONYMOUS LOGON@C1972,auth,?,Network,LogOff,Success,147418.0,1,147418.0,,,,,,,
C14470,C586,auth,NTLM,Network,LogOn,Success,147418.0,2,147418.0,147418.0,,,,,,
C3268,C586,auth,NTLM,Network,LogOn,Success,147418.0,2,147418.0,147418.0,,,,,,
C10039,C528,auth,Kerberos,Network,LogOn,Success,147418.0,1,147418.0,,,,,,,
C10039$@DOM1,C10039$@DOM1,auth,Kerberos,Network,LogOn,Success,147418.0,2,147418.0,147456.0,,,,,,
C1193,C1065,auth,Kerberos,Network,LogOn,Success,147418.0,1,147418.0,,,,,,,
C1193$@DOM1,C1193$@DOM1,auth,Kerberos,Network,LogOn,Success,147418.0,4,147418.0,147489.0,,,,,,
C12115,C625,auth,Kerberos,Network,LogOn,Success,147418.0,2,147418.0,147473.0,,,,,,
C12115$@DOM1,C12115$@DOM1,auth,Kerberos,Network,LogOn,Success,147418.0,4,147418.0,147476.0,,,,,,
C12570,C12570,auth,Negotiate,Unlock,LogOn,Success,147418.0,7,147418.0,147453.0,,,,,,
C12570$@DOM1,U5239@DOM1,auth,Negotiate,Unlock,LogOn,Success,147418.0,2,147418.0,147418.0,,,,,,
C1521,C12570,auth,Negotiate,Unlock,LogOn,Success,147418.0,1,147418.0,,,,,,,
C133,C133,auth,?,Network,LogOff,Success,147418.0,2,147418.0,147442.0,,,,,,
C133,C467,auth,Kerberos,Network,LogOn,Success,147418.0,3,147418.0,147447.0,,,,,,
C1798,C133,auth,Kerberos,Network,LogOn,Success,147418.0,1,147418.0,,,,,,,
C14066,C586,auth,Kerberos,Network,LogOn,Success,147418.0,3,147418.0,147435.0,,,,,,
C14066$@DOM1,C14066$@DOM1,auth,Kerberos,Network,LogOn,Success,147418.0,12,147418.0,147475.0,,,,,,
C14469$@DOM1,C14469$@DOM1,auth,Kerberos,Network,LogOn,Success,147418.0,2,147418.0,147427.0,,,,,,
C15401,C612,auth,Kerberos,Network,LogOn,Success,147418.0,2,147418.0,147423.0,,,,,,
C15401$@DOM1,C15401$@DOM1,auth,Kerberos,Network,LogOn,Success,147418.0,4,147418.0,147431.0,,,,,,
C15500,C586,auth,Kerberos,Network,LogOn,Success,147418.0,5,147418.0,147507.0,,,,,,
C15500,C625,auth,Kerberos,Network,LogOn,Success,147418.0,4,147418.0,147473.0,,,,,,
C15520,C467,auth,Kerberos,Network,LogOn,Success,147418.0,2,147418.0,147448.0,,,,,,
C15520,C625,auth,Kerberos,Network,LogOn,Success,147418.0,3,147418.0,147473.0,,,,,,
C1737,C1085,auth,Kerberos,Network,LogOn,Success,147418.0,1,147418.0,,,,,,,
C1814,C528,auth,Kerberos,Network,LogOn,Success,147418.0,1,147418.0,,,,,,,
C1814$@DOM1,C1814$@DOM1,auth,Kerberos,Network,LogOn,Success,147418.0,2,147418.0,147428.0,,,,,,
