src,dst,type,auth_type,logon_type,auth_orientation,success,time,weight,first_time,last_time
C1253,C586,auth,Kerberos,Network,LogOn,Success,147347.0,2,147347.0,147384.0
C1253$@DOM1,C1253$@DOM1,auth,Kerberos,Network,LogOn,Success,147347.0,3,147347.0,147384.0
C13030$@DOM1,C13030$@DOM1,auth,Kerberos,Network,LogOn,Success,147347.0,40,147347.0,147479.0
C13325,C529,auth,Kerberos,Network,LogOn,Success,147347.0,4,147347.0,147464.0
C13325$@DOM1,C13325$@DOM1,auth,Kerberos,Network,LogOn,Success,147347.0,4,147347.0,147409.0
C15871$@DOM1,C15871$@DOM1,auth,NTLM,Network,LogOn,Success,147347.0,10,147347.0,147472.0
C16467,C457,auth,Kerberos,Network,LogOn,Success,147347.0,1,147347.0,
C17240$@DOM1,C17240$@DOM1,auth,Kerberos,Network,LogOn,Success,147347.0,3,147347.0,147383.0
C17699,C586,auth,Kerberos,Network,LogOn,Success,147347.0,2,147347.0,147385.0
C17699$@DOM1,C17699$@DOM1,auth,Kerberos,Network,LogOn,Success,147347.0,8,147347.0,147405.0
C17699,C612,auth,Kerberos,Network,LogOn,Success,147347.0,2,147347.0,147376.0
C1795,C528,auth,Kerberos,Network,LogOn,Success,147347.0,12,147347.0,147495.0
C1933,C528,auth,Kerberos,Network,LogOn,Success,147347.0,1,147347.0,
C1933$@DOM1,C1933$@DOM1,auth,Kerberos,Network,LogOn,Success,147347.0,6,147347.0,147434.0
C2479,C2479,auth,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,Network,LogOn,Fail,147347.0,6,147347.0,147508.0
C2480$@DOM1,C2480$@DOM1,auth,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,Network,LogOn,Fail,147347.0,7,147347.0,147508.0
C2936$@DOM1,C2936$@DOM1,auth,Kerberos,Network,LogOn,Success,147347.0,3,147347.0,147384.0
C363,C467,auth,Kerberos,Network,LogOn,Success,147347.0,1,147347.0,
C363$@DOM1,C363$@DOM1,auth,Kerberos,Network,LogOn,Success,147347.0,2,147347.0,147358.0
C3778,C612,auth,Kerberos,Network,LogOn,Success,147347.0,4,147347.0,147427.0
C3778$@DOM1,C3778$@DOM1,auth,Kerberos,Network,LogOn,Success,147347.0,8,147347.0,147431.0
C5055,C467,auth,Kerberos,Network,LogOn,Success,147347.0,1,147347.0,
C5055$@DOM1,C5055$@DOM1,auth,Kerberos,Network,LogOn,Success,147347.0,2,147347.0,147359.0
C5493,C586,auth,Kerberos,Network,LogOn,Success,147347.0,3,147347.0,147385.0
C5493$@DOM1,C5493$@DOM1,auth,Kerberos,Network,LogOn,Success,147347.0,15,147347.0,147392.0
C609,C528,auth,Kerberos,Network,LogOn,Success,147347.0,2,147347.0,147445.0
C609$@DOM1,C609$@DOM1,auth,Kerberos,Network,LogOn,Success,147347.0,4,147347.0,147456.0
C6834,C6834,auth,Negotiate,Service,LogOn,Success,147347.0,1,147347.0,
C6834$@DOM1,SYSTEM@C6834,auth,Negotiate,Service,LogOn,Success,147347.0,1,147347.0,
C6859$@DOM1,C6859$@DOM1,auth,Kerberos,Network,LogOn,Success,147347.0,6,147347.0,147410.0
C8677$@DOM1,C8677$@DOM1,auth,Kerberos,Network,LogOn,Success,147347.0,3,147347.0,147374.0
C1521,C8754,auth,Negotiate,Interactive,LogOn,Success,147347.0,1,147347.0,
C8754$@DOM1,U3247@DOM1,auth,Negotiate,Interactive,LogOn,Success,147347.0,1,147347.0,
U17@DOM3,U17@DOM3,auth,?,Network,LogOff,Success,147347.0,11,147347.0,147503.0
U3154@DOM1,U3154@DOM1,auth,?,Network,LogOff,Success,147347.0,17,147347.0,147430.0
C8583,C528,auth,Kerberos,Network,LogOn,Success,147347.0,1,147347.0,
C8754,C8754,auth,?,?,AuthMap,Success,147347.0,3,147347.0,147364.0
U3247@DOM1,C8754$@DOM1,auth,?,?,AuthMap,Success,147347.0,1,147347.0,
C15872,C1065,auth,Kerberos,Network,LogOn,Success,147347.0,3,147347.0,147349.0
C12330,C467,auth,?,?,TGS,Success,147347.0,3,147347.0,147418.0
U5738@DOM1,U5738@DOM1,auth,?,?,TGS,Success,147347.0,3,147347.0,147348.0
C12330,TGT,auth,?,?,TGS,Success,147347.0,1,147347.0,
C14290,C586,auth,NTLM,Network,LogOn,Success,147348.0,4,147348.0,147385.0
C14961,C586,auth,NTLM,Network,LogOn,Success,147348.0,4,147348.0,147386.0
C9132,C586,auth,NTLM,Network,LogOn,Success,147348.0,4,147348.0,147386.0
C5493,C625,auth,NTLM,Network,LogOn,Success,147348.0,4,147348.0,147389.0
C10410$@DOM1,C10410$@DOM1,auth,?,Network,LogOff,Success,147348.0,6,147348.0,147511.0
C10817,C586,auth,Kerberos,Network,LogOn,Success,147348.0,2,147348.0,147386.0
C10817$@DOM1,C10817$@DOM1,auth,Kerberos,Network,LogOn,Success,147348.0,3,147348.0,147386.0
C11875,C2106,auth,Kerberos,Network,LogOn,Success,147348.0,1,147348.0,
C11875$@DOM1,C11875$@DOM1,auth,Kerberos,Network,LogOn,Success,147348.0,2,147348.0,147352.0
C11966,C528,auth,Kerberos,Network,LogOn,Success,147348.0,1,147348.0,
C11966$@DOM1,C11966$@DOM1,auth,Kerberos,Network,LogOn,Success,147348.0,2,147348.0,147358.0
C12500,C528,auth,Kerberos,Network,LogOn,Success,147348.0,3,147348.0,147506.0
C12500$@DOM1,C12500$@DOM1,auth,Kerberos,Network,LogOn,Success,147348.0,5,147348.0,147509.0
C13750,C529,auth,Kerberos,Network,LogOn,Success,147348.0,4,147348.0,147450.0
C13750$@DOM1,C13750$@DOM1,auth,Kerberos,Network,LogOn,Success,147348.0,13,147348.0,147459.0
C14290$@DOM1,C14290$@DOM1,auth,Kerberos,Network,LogOn,Success,147348.0,3,147348.0,147385.0
C14960$@DOM1,C14960$@DOM1,auth,Kerberos,Network,LogOn,Success,147348.0,3,147348.0,147386.0
C1576,C2106,auth,Kerberos,Network,LogOn,Success,147348.0,1,147348.0,
C1932,C2106,auth,Kerberos,Network,LogOn,Success,147348.0,1,147348.0,
C2235,C625,auth,Kerberos,Network,LogOn,Success,147348.0,2,147348.0,147389.0
C2235$@DOM1,C2235$@DOM1,auth,Kerberos,Network,LogOn,Success,147348.0,7,147348.0,147452.0
C3030,C528,auth,Kerberos,Network,LogOn,Success,147348.0,1,147348.0,
C3030$@DOM1,C3030$@DOM1,auth,Kerberos,Network,LogOn,Success,147348.0,3,147348.0,147358.0
C3030,TGT,auth,?,?,TGS,Success,147348.0,1,147348.0,
C3235,C586,auth,Kerberos,Network,LogOn,Success,147348.0,2,147348.0,147385.0
C3235$@DOM1,C3235$@DOM1,auth,Kerberos,Network,LogOn,Success,147348.0,4,147348.0,147395.0
C339,C528,auth,Kerberos,Network,LogOn,Success,147348.0,1,147348.0,
C339$@DOM1,C339$@DOM1,auth,Kerberos,Network,LogOn,Success,147348.0,2,147348.0,147360.0
C4907,C2106,auth,Kerberos,Network,LogOn,Success,147348.0,1,147348.0,
C4907$@DOM1,C4907$@DOM1,auth,Kerberos,Network,LogOn,Success,147348.0,2,147348.0,147351.0
C6477,C586,auth,Kerberos,Network,LogOn,Success,147348.0,2,147348.0,147385.0
C6477$@DOM1,C6477$@DOM1,auth,Kerberos,Network,LogOn,Success,147348.0,3,147348.0,147385.0
C6709,C528,auth,?,?,TGS,Success,147348.0,4,147348.0,147375.0
C6709$@DOM1,C6709$@DOM1,auth,?,?,TGS,Success,147348.0,29,147348.0,147431.0
C9132$@DOM1,C9132$@DOM1,auth,Kerberos,Network,LogOn,Success,147348.0,3,147348.0,147386.0
C9152,C2106,auth,Kerberos,Network,LogOn,Success,147348.0,1,147348.0,
C9709,C2106,auth,Kerberos,Network,LogOn,Success,147348.0,1,147348.0,
C9709$@DOM1,C9709$@DOM1,auth,Kerberos,Network,LogOn,Success,147348.0,2,147348.0,147351.0
NETWORK SERVICE@C5004,NETWORK SERVICE@C5004,auth,Negotiate,Service,LogOn,Success,147348.0,1,147348.0,
U1381@DOM1,U1381@DOM1,auth,?,Network,LogOff,Success,147348.0,1,147348.0,
U1954@DOM1,U1954@DOM1,auth,?,Network,LogOff,Success,147348.0,1,147348.0,
U2012@DOM1,U2012@DOM1,auth,?,Network,LogOff,Success,147348.0,2,147348.0,147389.0
C5632,C2106,auth,Kerberos,Network,LogOn,Success,147348.0,1,147348.0,
U3005@DOM1,U3005@DOM1,auth,?,?,TGS,Success,147348.0,3,147348.0,147438.0
U3247@DOM1,U3247@DOM1,auth,?,Network,LogOff,Success,147348.0,39,147348.0,147395.0
C8754,C528,auth,Kerberos,Network,LogOn,Success,147348.0,4,147348.0,147395.0
C11392,C2106,auth,Kerberos,Network,LogOn,Success,147348.0,1,147348.0,
C15872,C467,auth,Kerberos,Network,LogOn,Success,147348.0,1,147348.0,
C15872,C529,auth,Kerberos,Network,LogOn,Success,147348.0,2,147348.0,147401.0
U517@DOM1,U517@DOM1,auth,?,Network,LogOff,Success,147348.0,19,147348.0,147442.0
C927,C612,auth,Kerberos,Network,LogOn,Success,147348.0,2,147348.0,147377.0
C12330,C625,auth,?,?,TGS,Success,147348.0,1,147348.0,
C2588,C2588,auth,?,Network,LogOff,Success,147348.0,6,147348.0,147437.0
C15049,C2106,auth,Kerberos,Network,LogOn,Success,147348.0,1,147348.0,
C15378,C528,auth,Kerberos,Network,LogOn,Success,147348.0,1,147348.0,
U6927@DOM1,U6927@DOM1,auth,Kerberos,Network,LogOn,Success,147348.0,9,147348.0,147387.0
C1375,C625,auth,?,?,TGS,Success,147348.0,4,147348.0,147389.0
U989@DOM1,U989@DOM1,auth,?,?,TGS,Success,147348.0,6,147348.0,147389.0
C7850,C2106,auth,NTLM,Network,LogOn,Success,147349.0,3,147349.0,147349.0
C1115,C529,auth,Kerberos,Network,LogOn,Success,147349.0,18,147349.0,147504.0
C11142,C529,auth,Kerberos,Network,LogOn,Success,147349.0,2,147349.0,147401.0
C11142$@DOM1,C11142$@DOM1,auth,Kerberos,Network,LogOn,Success,147349.0,4,147349.0,147410.0
C1798,C1130,auth,Kerberos,Network,LogOn,Success,147349.0,1,147349.0,
C11311,C11311,auth,?,?,TGS,Success,147349.0,3,147349.0,147377.0
C11311$@DOM1,C11311$@DOM1,auth,?,?,TGS,Success,147349.0,23,147349.0,147401.0
C11311,C467,auth,Kerberos,Network,LogOn,Success,147349.0,5,147349.0,147378.0
C12100,C457,auth,Kerberos,Network,LogOn,Success,147349.0,1,147349.0,
C12100$@DOM1,C12100$@DOM1,auth,Kerberos,Network,LogOn,Success,147349.0,2,147349.0,147363.0
C12244$@DOM1,C12244$@DOM1,auth,?,Network,LogOff,Success,147349.0,1,147349.0,
C13709,C1065,auth,Kerberos,Network,LogOn,Success,147349.0,1,147349.0,
C13748,C457,auth,Kerberos,Network,LogOn,Success,147349.0,2,147349.0,147416.0
C13748$@DOM1,C13748$@DOM1,auth,Kerberos,Network,LogOn,Success,147349.0,4,147349.0,147416.0
C13750,C13750,auth,?,?,AuthMap,Success,147349.0,5,147349.0,147367.0
C14117,C612,auth,Kerberos,Network,LogOn,Success,147349.0,2,147349.0,147377.0
C14117$@DOM1,C14117$@DOM1,auth,Kerberos,Network,LogOn,Success,147349.0,4,147349.0,147388.0
C1565,C457,auth,Kerberos,Network,LogOn,Success,147349.0,1,147349.0,
C1565$@DOM1,C1565$@DOM1,auth,Kerberos,Network,LogOn,Success,147349.0,2,147349.0,147361.0
C1592,C1592,auth,?,?,TGS,Success,147349.0,2,147349.0,147351.0
C1592$@DOM1,C1592$@DOM1,auth,?,?,TGS,Success,147349.0,26,147349.0,147462.0
C1592,C457,auth,Kerberos,Network,LogOn,Success,147349.0,2,147349.0,147351.0
C1798,C1592,auth,Kerberos,Network,LogOn,Success,147349.0,1,147349.0,
C1661$@DOM1,C1661$@DOM1,auth,Kerberos,Network,LogOn,Success,147349.0,1,147349.0,
C1896,C457,auth,Kerberos,Network,LogOn,Success,147349.0,1,147349.0,
C1896$@DOM1,C1896$@DOM1,auth,Kerberos,Network,LogOn,Success,147349.0,2,147349.0,147359.0
C2583,C2106,auth,Kerberos,Network,LogOn,Success,147349.0,1,147349.0,
C2583$@DOM1,C2583$@DOM1,auth,Kerberos,Network,LogOn,Success,147349.0,2,147349.0,147352.0
C2672,C529,auth,Kerberos,Network,LogOn,Success,147349.0,2,147349.0,147402.0
C2672$@DOM1,C2672$@DOM1,auth,Kerberos,Network,LogOn,Success,147349.0,4,147349.0,147402.0
C3229,C457,auth,Kerberos,Network,LogOn,Success,147349.0,2,147349.0,147465.0
C3610,C3610,auth,?,?,TGS,Success,147349.0,5,147349.0,147402.0
C3610$@DOM1,C3610$@DOM1,auth,?,?,TGS,Success,147349.0,2,147349.0,147402.0
C364,C612,auth,Kerberos,Network,LogOn,Success,147349.0,2,147349.0,147377.0
C364$@DOM1,C364$@DOM1,auth,Kerberos,Network,LogOn,Success,147349.0,4,147349.0,147387.0
C4731,C2106,auth,Kerberos,Network,LogOn,Success,147349.0,1,147349.0,
C5039,C529,auth,Kerberos,Network,LogOn,Success,147349.0,2,147349.0,147401.0
C5039$@DOM1,C5039$@DOM1,auth,Kerberos,Network,LogOn,Success,147349.0,4,147349.0,147410.0
C5076,C5076,auth,Kerberos,Network,LogOn,Success,147349.0,4,147349.0,147419.0
C5076$@DOM1,C5076$@DOM1,auth,Kerberos,Network,LogOn,Success,147349.0,11,147349.0,147408.0
C53,C2106,auth,Kerberos,Network,LogOn,Success,147349.0,2,147349.0,147349.0
C543,C3610,auth,Kerberos,Network,LogOn,Success,147349.0,3,147349.0,147349.0
C543$@DOM1,C543$@DOM1,auth,Kerberos,Network,LogOn,Success,147349.0,6,147349.0,147456.0
C5493,C457,auth,Kerberos,Network,LogOn,Success,147349.0,1,147349.0,
C612,C457,auth,Kerberos,Network,LogOn,Success,147349.0,2,147349.0,147438.0
C6709,C467,auth,Kerberos,Network,LogOn,Success,147349.0,4,147349.0,147382.0
C6709,C529,auth,?,?,TGS,Success,147349.0,4,147349.0,147402.0
C6709,C6709,auth,?,?,TGS,Success,147349.0,4,147349.0,147417.0
C6834,C2106,auth,Kerberos,Network,LogOn,Success,147349.0,2,147349.0,147361.0
C6834$@DOM1,C6834$@DOM1,auth,Kerberos,Network,LogOn,Success,147349.0,2,147349.0,147352.0
C771,C528,auth,Kerberos,Network,LogOn,Success,147349.0,1,147349.0,
C771$@DOM1,C771$@DOM1,auth,Kerberos,Network,LogOn,Success,147349.0,5,147349.0,147455.0
C7850$@DOM1,C7850$@DOM1,auth,Kerberos,Network,LogOn,Success,147349.0,2,147349.0,147350.0
C8554,C2106,auth,Kerberos,Network,LogOn,Success,147349.0,1,147349.0,
C8926,C2162,auth,Kerberos,Network,LogOn,Success,147349.0,7,147349.0,147419.0
C8926$@DOM1,C8926$@DOM1,auth,Kerberos,Network,LogOn,Success,147349.0,6,147349.0,147429.0
C9545,C9545,auth,?,?,TGT,Success,147349.0,1,147349.0,
C9776,C2106,auth,Kerberos,Network,LogOn,Success,147349.0,1,147349.0,
C992,C612,auth,Kerberos,Network,LogOn,Success,147349.0,2,147349.0,147377.0
C992$@DOM1,C992$@DOM1,auth,Kerberos,Network,LogOn,Success,147349.0,4,147349.0,147387.0
C14870,C14870,auth,Negotiate,Service,LogOn,Success,147349.0,1,147349.0,
NETWORK SERVICE@C14870,NETWORK SERVICE@C14870,auth,Negotiate,Service,LogOn,Success,147349.0,1,147349.0,
U1522@DOM1,U1522@DOM1,auth,Kerberos,Network,LogOn,Success,147349.0,4,147349.0,147363.0
C5853,C585,auth,Kerberos,Network,LogOn,Success,147349.0,1,147349.0,
U1737@DOM1,U1737@DOM1,auth,Kerberos,Network,LogOn,Success,147349.0,3,147349.0,147370.0
C215,C1015,auth,Kerberos,Network,LogOn,Success,147349.0,2,147349.0,147349.0
U2081@DOM1,U2081@DOM1,auth,Kerberos,Network,LogOn,Success,147349.0,4,147349.0,147363.0
C742,C3758,auth,Kerberos,Network,LogOn,Success,147349.0,1,147349.0,
C7679,C585,auth,Kerberos,Network,LogOn,Success,147349.0,1,147349.0,
U2753@DOM1,U2753@DOM1,auth,Kerberos,Network,LogOn,Success,147349.0,1,147349.0,
C8754,C457,auth,Kerberos,Network,LogOn,Success,147349.0,4,147349.0,147367.0
C8754,C467,auth,Kerberos,Network,LogOn,Success,147349.0,3,147349.0,147375.0
C815,C1870,auth,Kerberos,Network,LogOn,Success,147349.0,3,147349.0,147509.0
C10900,C585,auth,Kerberos,Network,LogOn,Success,147349.0,3,147349.0,147389.0
C10964,C2106,auth,Kerberos,Network,LogOn,Success,147349.0,1,147349.0,
C10704,C2327,auth,?,?,TGS,Success,147349.0,1,147349.0,
U4370@DOM1,U4370@DOM1,auth,?,?,TGS,Success,147349.0,1,147349.0,
C12120,C585,auth,Kerberos,Network,LogOn,Success,147349.0,3,147349.0,147489.0
U592@DOM1,U592@DOM1,auth,?,Network,LogOff,Success,147349.0,1,147349.0,
C1671,C2106,auth,Kerberos,Network,LogOn,Success,147349.0,1,147349.0,
C2472,C2472,auth,?,Network,LogOff,Success,147349.0,4,147349.0,147477.0
C15378,C457,auth,Kerberos,Network,LogOn,Success,147349.0,1,147349.0,
C16341,C467,auth,Kerberos,Network,LogOn,Success,147349.0,2,147349.0,147377.0
C16395,C585,auth,Kerberos,Network,LogOn,Success,147349.0,1,147349.0,
C16551,C2106,auth,Kerberos,Network,LogOn,Success,147349.0,1,147349.0,
C291,C3758,auth,Kerberos,Network,LogOn,Success,147349.0,5,147349.0,147443.0
U7834@DOM1,U7834@DOM1,auth,Kerberos,Network,LogOn,Success,147349.0,3,147349.0,147377.0
C13537,C586,auth,NTLM,Network,LogOn,Success,147350.0,2,147350.0,147387.0
C13701,C586,auth,NTLM,Network,LogOn,Success,147350.0,4,147350.0,147389.0
C8709,C586,auth,NTLM,Network,LogOn,Success,147350.0,4,147350.0,147387.0
C5076,C612,auth,NTLM,Network,LogOn,Success,147350.0,2,147350.0,147378.0
C11101,C2106,auth,Kerberos,Network,LogOn,Success,147350.0,2,147350.0,147435.0
C1115,C528,auth,Kerberos,Network,LogOn,Success,147350.0,3,147350.0,147494.0
C1115,C586,auth,Kerberos,Network,LogOn,Success,147350.0,8,147350.0,147495.0
C1130,C1130,auth,?,?,TGS,Success,147350.0,10,147350.0,147392.0
C1130,C467,auth,Kerberos,Network,LogOn,Success,147350.0,2,147350.0,147377.0
C11311,C625,auth,Kerberos,Network,LogOn,Success,147350.0,2,147350.0,147390.0
C11990,C625,auth,Kerberos,Network,LogOn,Success,147350.0,2,147350.0,147390.0
C11990$@DOM1,C11990$@DOM1,auth,Kerberos,Network,LogOn,Success,147350.0,4,147350.0,147394.0
C12120,C12120,auth,?,?,TGS,Success,147350.0,3,147350.0,147390.0
C12120$@DOM1,C12120$@DOM1,auth,?,?,TGS,Success,147350.0,21,147350.0,147435.0
C12120,C586,auth,Kerberos,Network,LogOn,Success,147350.0,4,147350.0,147389.0
C12120,C625,auth,Kerberos,Network,LogOn,Success,147350.0,2,147350.0,147390.0
C1798,C12120,auth,Kerberos,Network,LogOn,Success,147350.0,1,147350.0,
C12720,C2106,auth,Kerberos,Network,LogOn,Success,147350.0,1,147350.0,
C12720$@DOM1,C12720$@DOM1,auth,Kerberos,Network,LogOn,Success,147350.0,2,147350.0,147353.0
C14878,C528,auth,Kerberos,Network,LogOn,Success,147350.0,1,147350.0,
C1496,C528,auth,Kerberos,Network,LogOn,Success,147350.0,1,147350.0,
C1496$@DOM1,C1496$@DOM1,auth,Kerberos,Network,LogOn,Success,147350.0,2,147350.0,147363.0
C1528,C586,auth,Kerberos,Network,LogOn,Success,147350.0,4,147350.0,147427.0
C1592,C467,auth,Kerberos,Network,LogOn,Success,147350.0,2,147350.0,147378.0
C1592,C586,auth,Kerberos,Network,LogOn,Success,147350.0,5,147350.0,147462.0
C1592,C612,auth,Kerberos,Network,LogOn,Success,147350.0,2,147350.0,147377.0
C1618,C528,auth,Kerberos,Network,LogOn,Success,147350.0,1,147350.0,
C16177,C2106,auth,Kerberos,Network,LogOn,Success,147350.0,1,147350.0,
C16177$@DOM1,C16177$@DOM1,auth,Kerberos,Network,LogOn,Success,147350.0,2,147350.0,147353.0
C16888,C528,auth,Kerberos,Network,LogOn,Success,147350.0,4,147350.0,147458.0
C16888$@DOM1,C16888$@DOM1,auth,Kerberos,Network,LogOn,Success,147350.0,8,147350.0,147468.0
C2043,C529,auth,Kerberos,Network,LogOn,Success,147350.0,2,147350.0,147402.0
C2043$@DOM1,C2043$@DOM1,auth,Kerberos,Network,LogOn,Success,147350.0,4,147350.0,147410.0
C3066,C1065,auth,Kerberos,Network,LogOn,Success,147350.0,1,147350.0,
C3066,C528,auth,Kerberos,Network,LogOn,Success,147350.0,1,147350.0,
C3066,C529,auth,Kerberos,Network,LogOn,Success,147350.0,2,147350.0,147402.0
C3066,C586,auth,Kerberos,Network,LogOn,Success,147350.0,2,147350.0,147389.0
C2157$@DOM1,C2157$@DOM1,auth,?,Network,LogOff,Success,147350.0,12,147350.0,147442.0
C2158,C1640,auth,?,?,TGS,Success,147350.0,3,147350.0,147442.0
C2158,C2106,auth,Kerberos,Network,LogOn,Success,147350.0,3,147350.0,147442.0
C2158,C2158,auth,?,?,TGT,Success,147350.0,3,147350.0,147442.0
C3206,C2106,auth,Kerberos,Network,LogOn,Success,147350.0,2,147350.0,147351.0
C3482,C2106,auth,Kerberos,Network,LogOn,Success,147350.0,1,147350.0,
C3482$@DOM1,C3482$@DOM1,auth,Kerberos,Network,LogOn,Success,147350.0,2,147350.0,147354.0
C3677,C2106,auth,Kerberos,Network,LogOn,Success,147350.0,1,147350.0,
C3750,C586,auth,Kerberos,Network,LogOn,Success,147350.0,2,147350.0,147388.0
C3750$@DOM1,C3750$@DOM1,auth,Kerberos,Network,LogOn,Success,147350.0,4,147350.0,147390.0
C3859,C625,auth,Kerberos,Network,LogOn,Success,147350.0,2,147350.0,147390.0
C3859$@DOM1,C3859$@DOM1,auth,Kerberos,Network,LogOn,Success,147350.0,4,147350.0,147395.0
C400,C529,auth,Kerberos,Network,LogOn,Success,147350.0,2,147350.0,147403.0
C407,C529,auth,Kerberos,Network,LogOn,Success,147350.0,2,147350.0,147402.0
C407$@DOM1,C407$@DOM1,auth,Kerberos,Network,LogOn,Success,147350.0,4,147350.0,147410.0
C4217,C528,auth,NTLM,Network,LogOn,Success,147350.0,3,147350.0,147498.0
C4217$@DOM1,C4217$@DOM1,auth,NTLM,Network,LogOn,Success,147350.0,4,147350.0,147498.0
C5053,C612,auth,Kerberos,Network,LogOn,Success,147350.0,2,147350.0,147378.0
C5053$@DOM1,C5053$@DOM1,auth,Kerberos,Network,LogOn,Success,147350.0,4,147350.0,147385.0
C5063,C528,auth,Kerberos,Network,LogOn,Success,147350.0,1,147350.0,
C5063$@DOM1,C5063$@DOM1,auth,Kerberos,Network,LogOn,Success,147350.0,2,147350.0,147362.0
C5076,C1065,auth,Kerberos,Network,LogOn,Success,147350.0,2,147350.0,147376.0
C5076,C586,auth,Kerberos,Network,LogOn,Success,147350.0,2,147350.0,147389.0
C523,C2106,auth,Kerberos,Network,LogOn,Success,147350.0,5,147350.0,147437.0
C1798,C6709,auth,Kerberos,Network,LogOn,Success,147350.0,1,147350.0,
C6709,C586,auth,Kerberos,Network,LogOn,Success,147350.0,3,147350.0,147388.0
C710,C1065,auth,Kerberos,Network,LogOn,Success,147350.0,2,147350.0,147375.0
C710$@DOM1,C710$@DOM1,auth,Kerberos,Network,LogOn,Success,147350.0,4,147350.0,147385.0
C7274,C529,auth,Kerberos,Network,LogOn,Success,147350.0,2,147350.0,147403.0
C7274$@DOM1,C7274$@DOM1,auth,Kerberos,Network,LogOn,Success,147350.0,4,147350.0,147411.0
C8194,C2106,auth,Kerberos,Network,LogOn,Success,147350.0,1,147350.0,
C8194$@DOM1,C8194$@DOM1,auth,Kerberos,Network,LogOn,Success,147350.0,2,147350.0,147352.0
C8377,C528,auth,Kerberos,Network,LogOn,Success,147350.0,3,147350.0,147421.0
C8709$@DOM1,C8709$@DOM1,auth,Kerberos,Network,LogOn,Success,147350.0,4,147350.0,147397.0
C9473,C528,auth,Kerberos,Network,LogOn,Success,147350.0,1,147350.0,
C9473$@DOM1,C9473$@DOM1,auth,Kerberos,Network,LogOn,Success,147350.0,1,147350.0,
C986,C2106,auth,Kerberos,Network,LogOn,Success,147350.0,2,147350.0,147360.0
C5033,C5033,auth,Negotiate,Service,LogOn,Success,147350.0,1,147350.0,
NETWORK SERVICE@C5033,NETWORK SERVICE@C5033,auth,Negotiate,Service,LogOn,Success,147350.0,1,147350.0,
C6715,C2106,auth,Kerberos,Network,LogOn,Success,147350.0,1,147350.0,
U2349@DOM1,U2349@DOM1,auth,?,?,TGS,Success,147350.0,8,147350.0,147405.0
U2708@DOM1,U2708@DOM1,auth,?,?,TGS,Success,147350.0,17,147350.0,147411.0
C5033,C612,auth,?,?,TGS,Success,147350.0,6,147350.0,147404.0
C5033,TGT,auth,?,?,TGS,Success,147350.0,2,147350.0,147403.0
C8754,C1065,auth,Kerberos,Network,LogOn,Success,147350.0,2,147350.0,147367.0
C8754,C586,auth,Kerberos,Network,LogOn,Success,147350.0,3,147350.0,147387.0
C9897,C743,auth,Kerberos,Network,LogOn,Success,147350.0,1,147350.0,
U3853@DOM1,U3853@DOM1,auth,Kerberos,Network,LogOn,Success,147350.0,1,147350.0,
C10900,C2553,auth,?,?,TGS,Success,147350.0,2,147350.0,147389.0
C12180,C529,auth,Kerberos,Network,LogOn,Success,147350.0,8,147350.0,147454.0
C12203,C612,auth,?,?,TGS,Success,147350.0,3,147350.0,147378.0
C13294,C625,auth,?,?,TGS,Success,147350.0,3,147350.0,147390.0
C15038,C2106,auth,Kerberos,Network,LogOn,Success,147350.0,1,147350.0,
C14938,C15973,auth,?,?,AuthMap,Success,147350.0,1,147350.0,
U7244@DOM1,U6758@DOM1,auth,?,?,AuthMap,Success,147350.0,1,147350.0,
C16341,C528,auth,?,?,TGS,Success,147350.0,4,147350.0,147369.0
C8416,C2106,auth,NTLM,Network,LogOn,Success,147351.0,1,147351.0,
C5033,C457,auth,NTLM,Network,LogOn,Success,147351.0,1,147351.0,
C17479,C467,auth,NTLM,Network,LogOn,Success,147351.0,2,147351.0,147351.0
C15918,C612,auth,NTLM,Network,LogOn,Success,147351.0,2,147351.0,147379.0
C10125,C612,auth,Kerberos,Network,LogOn,Success,147351.0,2,147351.0,147379.0
C10125$@DOM1,C10125$@DOM1,auth,Kerberos,Network,LogOn,Success,147351.0,4,147351.0,147386.0
C1056,C612,auth,Kerberos,Network,LogOn,Success,147351.0,2,147351.0,147378.0
C1056$@DOM1,C1056$@DOM1,auth,Kerberos,Network,LogOn,Success,147351.0,4,147351.0,147386.0
C10591$@DOM1,C10591$@DOM1,auth,?,Network,LogOff,Success,147351.0,3,147351.0,147447.0
C1798,C11311,auth,Kerberos,Network,LogOn,Success,147351.0,1,147351.0,
C11437,C2106,auth,Kerberos,Network,LogOn,Success,147351.0,1,147351.0,
C11437$@DOM1,C11437$@DOM1,auth,Kerberos,Network,LogOn,Success,147351.0,5,147351.0,147500.0
C12048,C2106,auth,Kerberos,Network,LogOn,Success,147351.0,2,147351.0,147352.0
C12180$@DOM1,C12180$@DOM1,auth,Kerberos,Network,LogOn,Success,147351.0,15,147351.0,147509.0
C14254,C457,auth,Kerberos,Network,LogOn,Success,147351.0,1,147351.0,
C14351,C2106,auth,NTLM,Network,LogOn,Success,147351.0,1,147351.0,
C14351$@DOM1,C14351$@DOM1,auth,NTLM,Network,LogOn,Success,147351.0,2,147351.0,147353.0
C1520,C457,auth,Kerberos,Network,LogOn,Success,147351.0,1,147351.0,
